country_code,country_name,year,fertility_rate_15_19,fertility_rate_20_24,fertility_rate_25_29,fertility_rate_30_34,fertility_rate_35_39,fertility_rate_40_44,fertility_rate_45_49,total_fertility_rate,gross_reproduction_rate,sex_ratio_at_birth,infant_mortality,life_expectancy,infant_mortality_female,life_expectancy_female
UY,Uruguay,2021,15.1,67.8,119.2,96.4,39.2,13.2,1.9,1.764,0.8662,1.0366,7.58,78.08,6.71,81.34
UY,Uruguay,2022,14.6,67.3,119.1,96.3,39.1,13.2,1.9,1.758,0.8632,1.0365,7.41,78.25,6.56,81.51
UY,Uruguay,2023,14.1,66.9,119,96.3,39,13.2,1.9,1.752,0.8603,1.0365,7.25,78.42,6.42,81.67
VE,Venezuela,1990,102.2,191.4,175.2,128,75.8,28.1,5.4,3.53,1.722,1.05,34.02,69.98,29.63,72.94
VE,Venezuela,1991,101.2,187.9,171.2,124.6,73.7,27.3,5.3,3.456,1.6859,1.05,32.37,70.3,28.32,73.25
VE,Venezuela,1992,100.3,184.5,167.1,121.3,71.5,26.5,5.2,3.382,1.6498,1.05,30.81,70.6,27.06,73.57
VE,Venezuela,1993,99.3,181.1,163.1,117.9,69.3,25.6,5.1,3.308,1.6137,1.05,29.31,70.9,25.86,73.87
VE,Venezuela,1994,98.4,177.7,159.1,114.6,67.2,24.8,5,3.234,1.5776,1.05,27.89,71.19,24.71,74.18
VE,Venezuela,1995,97.5,174.3,155.1,111.2,65,24,4.9,3.16,1.5415,1.05,26.54,71.47,23.61,74.47
VE,Venezuela,1996,96.6,171.2,151.5,108.2,63.1,23.3,4.8,3.094,1.5093,1.05,25.25,71.75,22.56,74.77
VE,Venezuela,1997,95.8,168.2,147.9,105.2,61.2,22.6,4.7,3.028,1.4771,1.05,24.02,72.02,21.56,75.06
VE,Venezuela,1998,94.9,165.1,144.3,102.2,59.3,21.9,4.6,2.962,1.4449,1.05,22.85,72.28,20.59,75.34
VE,Venezuela,1999,94.1,162.1,140.8,99.2,57.3,21.2,4.5,2.896,1.4127,1.05,21.74,72.54,19.68,75.62
VE,Venezuela,2000,93.3,159,137.2,96.2,55.4,20.5,4.4,2.83,1.3805,1.05,20.68,72.79,18.8,75.9
VE,Venezuela,2001,92.8,157.3,135.2,94.4,54.2,19.9,4.3,2.79,1.361,1.05,19.83,72.99,18.21,76.09
VE,Venezuela,2002,92.9,154.7,133.1,93.8,53.7,19.7,4.2,2.76,1.3463,1.05,19.02,73.18,17.64,76.28
VE,Venezuela,2003,93.2,151.2,130.3,92.9,53.1,19.4,4,2.72,1.3268,1.05,18.24,73.37,17.08,76.47
VE,Venezuela,2004,93.3,148.6,128.3,92.2,52.6,19.1,3.9,2.69,1.3122,1.05,17.49,73.56,16.55,76.66
VE,Venezuela,2005,93.6,145.1,125.5,91.4,51.9,18.8,3.8,2.65,1.2927,1.05,16.77,73.74,16.03,76.84
VE,Venezuela,2006,93.7,142.5,123.4,90.7,51.4,18.6,3.6,2.62,1.278,1.05,16.47,73.81,15.83,76.91
VE,Venezuela,2007,94,139,120.7,89.8,50.8,18.3,3.5,2.58,1.2585,1.05,16.17,73.89,15.64,76.98
VE,Venezuela,2008,94.2,136.4,118.6,89.2,50.3,18,3.4,2.55,1.2439,1.05,15.88,73.96,15.45,77.05
VE,Venezuela,2009,94.3,133.8,116.5,88.5,49.8,17.8,3.3,2.52,1.2293,1.05,15.6,74.03,15.26,77.12
VE,Venezuela,2010,94.5,131.2,114.5,87.8,49.3,17.5,3.1,2.49,1.2146,1.05,15.32,74.1,15.07,77.19
VE,Venezuela,2011,94.6,129.4,113.1,87.4,49,17.4,3.1,2.47,1.2049,1.05,15.05,74.17,14.89,77.26
VE,Venezuela,2012,94.7,127.7,111.7,87,48.7,17.2,3,2.45,1.1951,1.05,14.46,74.52,14.19,77.63
VE,Venezuela,2013,91.4,125.1,111.9,87.3,48.3,17.1,3,2.42,1.1805,1.05,13.9,74.87,13.53,77.99
VE,Venezuela,2014,89.1,123.4,112.1,87.6,48,16.9,2.9,2.4,1.1707,1.05,13.35,75.2,12.9,78.34
VE,Venezuela,2015,85.7,120.8,112.4,87.9,47.6,16.8,2.9,2.37,1.1561,1.05,12.84,75.54,12.3,78.69
VE,Venezuela,2016,83.4,119.1,112.5,88.2,47.3,16.7,2.9,2.35,1.1463,1.05,12.51,75.75,11.93,78.91
VE,Venezuela,2017,80.1,116.5,112.8,88.5,46.8,16.5,2.8,2.32,1.1317,1.05,12.19,75.96,11.58,79.12
VE,Venezuela,2018,77.8,114.7,113,88.8,46.6,16.4,2.8,2.3,1.122,1.05,11.88,76.17,11.23,79.33
VE,Venezuela,2019,75.5,113,113.1,89,46.3,16.3,2.8,2.28,1.1122,1.05,11.57,76.37,10.9,79.54
VE,Venezuela,2020,73.3,111.3,113.3,89.3,46,16.2,2.7,2.26,1.1024,1.05,11.28,76.57,10.57,79.75
VE,Venezuela,2021,71,109.6,113.5,89.5,45.7,16,2.7,2.24,1.0927,1.05,11,76.77,10.27,79.95
VE,Venezuela,2022,68.8,107.8,113.6,89.7,45.4,15.9,2.7,2.22,1.0829,1.05,10.72,76.96,9.97,80.14
VE,Venezuela,2023,66.5,106.1,113.8,90,45.1,15.8,2.7,2.2,1.0732,1.05,10.46,77.15,9.69,80.34
